상태	계약번호	대여차종	대여일시	반납일시	예약채널	고객번호	총청구액	최종수정일시
취소	2022518588	LF 쏘나타 뉴라이즈 (L)	2020-12-01 8:00	2020-12-03 20:00	홈페이지	112938914	3,000	2020-11-09
취소	2022518578	LF 쏘나타 뉴라이즈 (L)	2020-12-01 8:00	2020-12-03 20:00	홈페이지	112938914	3,000	2020-11-09
취소	2022537412	더 뉴 싼타페 4WD 7인승 (D)	2020-12-01 9:30	2020-12-03 20:30	모바일	112737409	3,000	2020-11-27
취소	2022550661	쏘나타 DN8 (G)	2020-12-01 9:30	2020-12-03 21:00	직접	111538119	3,000	2020-11-30
취소	2022410194	BMW X7 3.0 (D)	2020-12-01 10:00	2020-12-03 22:00	제휴사	113397378		2020-11-04
취소	2022538022	셀토스 4WD (D)	2020-12-01 22:00	2020-12-03 22:00	제휴사	113406062	3,000	2020-11-25
취소	2022519748	아반떼 AD (G) F/L	2020-12-01 8:00	2020-12-04 6:00	홈페이지	110575024	3,000	2020-11-25
취소	2022554808	더 뉴 그랜저 2.5 (G)	2020-12-01 18:00	2020-12-04 7:00	홈페이지	113526215	3,000	2020-11-26
취소	2022524011	티볼리 (G)	2020-12-01 8:00	2020-12-04 7:30	직접	112660054	3,000	2020-11-26
취소	2022553533	LF 쏘나타 뉴라이즈 (G)	2020-12-01 16:00	2020-12-04 8:30	제휴사	113525633	3,000	2020-11-25
취소	2022538859	LF 쏘나타 뉴라이즈 (L)	2020-12-01 9:00	2020-12-04 9:00	모바일	110873131	3,000	2020-11-25
취소	2022553748	스파크 (G)	2020-12-01 11:00	2020-12-04 9:00	홈페이지	113525847	3,000	2020-11-29
취소	2022551741	스파크 (G)	2020-12-01 13:00	2020-12-04 9:30	모바일	111164396	3,000	2020-11-24
취소	2022498638	셀토스 4WD (D)	2020-12-01 9:00	2020-12-08 17:00	모바일	112355612	3,000	2020-11-01
취소	2022559044	코나 (G)	2020-12-01 10:00	2020-12-04 10:00	제휴사	112869247	3,000	2020-11-30
취소	2022525078	INTERACTIVE K5 (G)	2020-12-01 10:00	2020-12-04 10:00	제휴사	113491757	3,000	2020-11-11
취소	2022550369	INTERACTIVE K5 (G)	2020-12-01 18:00	2020-12-04 10:00	홈페이지	10300767	3,000	2020-11-24
취소	2022545404	쏘렌토 MQ4 7인승 4WD (D)	2020-12-01 10:00	2020-12-04 10:00	제휴사	113017975	3,000	2020-11-21
취소	2022507903	더 뉴 레이 (G)	2020-12-01 16:00	2020-12-04 10:20	제휴사	111463817	3,000	2020-11-04
취소	2022525195	INTERACTIVE K5 (G)	2020-12-01 16:20	2020-12-04 10:30	제휴사	113491757	3,000	2020-11-11
취소	2022525194	INTERACTIVE K5 (G)	2020-12-01 16:20	2020-12-04 10:30	제휴사	113491757	3,000	2020-11-11
취소	2022525182	INTERACTIVE K5 (G)	2020-12-01 16:20	2020-12-04 10:30	제휴사	113491757	3,000	2020-11-11
취소	2022538520	ALL NEW K3 (G)	2020-12-01 18:40	2020-12-04 11:00	모바일	112268938	3,000	2020-11-25
취소	2022545995	올 뉴 모닝 (G)	2020-12-01 14:00	2020-12-04 11:00	모바일	113519141	3,000	2020-11-21
취소	2022546013	올 뉴 모닝 (G)	2020-12-01 14:00	2020-12-04 11:00	모바일	113519141	3,000	2020-11-22
취소	2022547507	INTERACTIVE K5 (G)	2020-12-01 15:30	2020-12-04 11:30	모바일	109731279	3,000	2020-11-23
취소	2022509347	카니발 KA4 9인승 (D)	2020-12-01 12:30	2020-12-04 11:30	홈페이지	109088631	3,000	2020-11-06
취소	2022515562	올 뉴 모닝 (G)	2020-12-01 15:00	2020-12-04 11:30	모바일	111038412	3,000	2020-11-27
취소	2022541329	ALL NEW K3 (G)	2020-12-01 12:30	2020-12-04 11:50	홈페이지	11520528	3,000	2020-11-19
취소	2022551925	스파크 (G)	2020-12-01 13:00	2020-12-04 12:00	제휴사	113519776	3,000	2020-11-25
취소	2022545059	올 뉴 아반떼 (G)	2020-12-01 15:00	2020-12-04 12:00	홈페이지	110905828	3,000	2020-11-26
취소	2022553262	스파크 (G)	2020-12-01 13:00	2020-12-04 12:00	제휴사	D00000387	3,000	2020-11-25
취소	2022545310	올 뉴 모닝 (G)	2020-12-01 13:00	2020-12-04 12:00	홈페이지	113518346	3,000	2020-11-26
취소	2022529415	카니발 KA4 9인승 (D)	2020-12-01 12:00	2020-12-04 13:00	직접	113504282	3,000	2020-11-23
취소	2022507250	THE NEW K5 (G)	2020-12-01 13:00	2020-12-04 13:00	해외제휴사	D00000387	3,000	2020-11-27
취소	2022553088	셀토스 4WD (D)	2020-12-01 17:00	2020-12-04 13:00	홈페이지	113525100	3,000	2020-11-25
취소	2022556746	코나 (EV)	2020-12-01 15:00	2020-12-04 13:00	모바일	113160197	3,000	2020-11-30
취소	2022559558	그랜저 IG 3.0 (G)	2020-12-01 12:30	2020-12-04 13:30	홈페이지	113519710	3,000	2020-11-30
취소	2022522739	아반떼 AD (G) F/L	2020-12-01 10:00	2020-12-03 16:30	모바일	113025032	3,000	2020-11-23
취소	2022506715	더 뉴 카니발 리무진 7인승 (D)	2020-12-01 9:30	2020-12-03 17:00	제휴사	113483703	3,000	2020-11-26
취소	2022522448	올 뉴 모닝 (G)	2020-12-01 10:00	2020-12-03 17:00	모바일	113275686	3,000	2020-11-14
취소	2022557796	제네시스 EQ900 3.8 (G)	2020-12-01 19:00	2020-12-03 17:00	모바일	111832265	3,000	2020-11-30
취소	2022557397	셀토스 4WD (D)	2020-12-01 10:00	2020-12-03 17:00	홈페이지	110583418	3,000	2020-11-29
취소	2022540972	스토닉 (D)	2020-12-01 12:00	2020-12-03 17:00	모바일	11927797	3,000	2020-11-19
취소	2022532793	카니발 KA4 9인승 (D)	2020-12-01 15:00	2020-12-03 17:00	모바일	111059483	3,000	2020-11-25
취소	2022532759	더 뉴 카니발 하이리무진 9인승 (G)	2020-12-01 15:00	2020-12-03 17:00	모바일	111059483	3,000	2020-11-15
취소	2022555423	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-03 17:00	제휴사	113527246	3,000	2020-11-27
취소	2022539454	올 뉴 아반떼 (G)	2020-12-01 8:00	2020-12-03 17:00	모바일	112659230	3,000	2020-11-21
취소	2022548062	INTERACTIVE K5 (G)	2020-12-01 12:30	2020-12-03 17:30	홈페이지	113520669	3,000	2020-11-23
취소	2022538861	그랜저 IG 3.0 (G)	2020-12-01 9:00	2020-12-03 17:30	홈페이지	112043350	3,000	2020-11-18
취소	2022530198	더 올 뉴 벨로스터 (G)	2020-12-01 13:00	2020-12-03 17:30	홈페이지	113504845	3,000	2020-11-23
취소	2022540188	모닝 어반 (G)	2020-12-01 11:30	2020-12-03 17:30	모바일	113513902	3,000	2020-11-26
취소	2022553256	모닝 어반 (G)	2020-12-01 17:43	2020-12-03 17:43	직접	111316239	3,000	2020-11-25
취소	2022553263	INTERACTIVE K5 (G)	2020-12-01 17:48	2020-12-03 17:48	직접	111316239	3,000	2020-11-25
취소	2022555331	스파크 (G)	2020-12-01 13:30	2020-12-03 17:50	모바일	110641093	3,000	2020-11-27
취소	2022550056	더 뉴 그랜드 스타렉스 9인승 (D)	2020-12-01 8:00	2020-12-03 18:00	홈페이지	112107720	3,000	2020-11-24
취소	2022530479	셀토스 4WD (D)	2020-12-01 10:40	2020-12-03 18:00	제휴사	113453640	3,000	2020-11-24
취소	2022522592	더 볼드 스포티지 2WD (D)	2020-12-01 9:00	2020-12-03 18:00	모바일	109900228	3,000	2020-11-10
취소	2022550115	더 뉴 카니발 9인승 (D)	2020-12-01 8:00	2020-12-03 18:00	제휴사	112107720	3,000	2020-11-24
취소	2022553260	제네시스 G80 3.3 (G)	2020-12-01 9:00	2020-12-03 18:00	카드사	111000941	3,000	2020-11-27
취소	2022543120	쏘나타 DN8 (G)	2020-12-01 8:00	2020-12-03 18:00	모바일	11696218	3,000	2020-11-24
취소	2022543063	LF 쏘나타 뉴라이즈 (G)	2020-12-01 8:00	2020-12-03 18:00	홈페이지	11696218	3,000	2020-11-19
취소	2022548310	INTERACTIVE K5 (G)	2020-12-01 12:20	2020-12-03 18:20	홈페이지	113520669	3,000	2020-11-23
취소	2022539701	쏘나타 DN8 (G)	2020-12-01 12:40	2020-12-03 18:30	모바일	113513647	3,000	2020-11-26
취소	2022484611	티볼리 (G)	2020-12-01 10:30	2020-12-03 18:30	제휴사	113463981	3,000	2020-10-27
취소	2022484372	LF 쏘나타 뉴라이즈 (G)	2020-12-01 11:30	2020-12-03 18:30	모바일	113463691	3,000	2020-11-23
취소	2022531416	더 뉴 카니발 9인승 (D)	2020-12-01 12:20	2020-12-03 18:40	모바일	113506213	3,000	2020-11-23
취소	2022551785	모닝 어반 (G)	2020-12-01 8:30	2020-12-03 19:00	모바일	113524149	3,000	2020-11-25
취소	2022547693	올 뉴 아반떼 (G)	2020-12-01 19:00	2020-12-03 19:00	직접	110987952	3,000	2020-11-29
취소	2022467766	ALL NEW K3 (G)	2020-12-01 11:00	2020-12-03 19:00	해외제휴사	D00000387	3,000	2020-12-01
취소	2022556822	아반떼 AD (G) F/L	2020-12-01 11:30	2020-12-03 19:00	홈페이지	113528415	3,000	2020-11-27
취소	2022508805	TESLA MODEL 3 (EV)	2020-12-01 12:40	2020-12-03 19:20	홈페이지	111854735	3,000	2020-11-20
취소	2022548839	THE NEW K5 (G)	2020-12-01 13:30	2020-12-03 19:30	제휴사	113521624	3,000	2020-11-23
취소	2022537101	INTERACTIVE K5 (G)	2020-12-01 14:30	2020-12-03 19:40	직접	113511012	3,000	2020-11-28
취소	2022543691	쏘나타 DN8 (G)	2020-12-01 8:00	2020-12-03 20:00	홈페이지	11170970	3,000	2020-11-25
취소	2022548316	더 뉴 싼타페 4WD 7인승 (D)	2020-12-01 16:30	2020-12-03 20:00	직접	D00000387	3,000	2020-11-26
취소	2022522835	더 뉴 그랜저 2.5 (G)	2020-12-01 11:00	2020-12-04 14:00	모바일	113498346	3,000	2020-11-24
취소	2022544417	스파크 (G)	2020-12-01 9:00	2020-12-04 19:00	여행사	D00000387	3,000	2020-11-26
취소	2022532115	쏘렌토 MQ4 7인승 4WD (D)	2020-12-01 8:30	2020-12-04 19:00	홈페이지	111963383	3,000	2020-11-17
취소	2022538384	스파크 (G)	2020-12-01 15:00	2020-12-11 10:00	제휴사	112602331	3,000	2020-11-17
취소	2022551769	코나 (G)	2020-12-01 9:00	2020-12-04 19:00	모바일	113512757	3,000	2020-11-25
취소	2022557690	All New G80 2.5 (G)	2020-12-01 16:00	2020-12-04 19:00	홈페이지	111712336	3,000	2020-11-29
취소	2022557289	올 뉴 아반떼 (G)	2020-12-01 9:00	2020-12-04 20:00	홈페이지	109821027	3,000	2020-11-28
취소	2022484592	올 뉴 아반떼 (G)	2020-12-01 13:00	2020-12-11 15:00	제휴사	100079598	3,000	2020-10-25
취소	2022484621	올 뉴 아반떼 (G)	2020-12-01 13:00	2020-12-11 15:00	제휴사	100079598	3,000	2020-10-25
취소	2022531905	코나 (EV)	2020-12-01 14:30	2020-12-04 20:30	제휴사	113506664	3,000	2020-11-15
취소	2022505026	ALL NEW K3 (G)	2020-12-01 15:00	2020-12-12 10:00	모바일	10778524	3,000	2020-11-03
취소	2022535104	더 뉴 카니발 9인승 (D)	2020-12-01 17:00	2020-12-05 9:00	직접	113507436	3,000	2020-11-20
취소	2022483805	쏘울 부스터 (G)	2020-12-01 14:30	2020-12-05 9:30	모바일	113431963	3,000	2020-11-26
취소	2022541166	아반떼 AD (G) F/L	2020-12-01 10:00	2020-12-14 10:00	제휴사	113514949	3,000	2020-11-26
취소	2022517957	ALL NEW K3 (G)	2020-12-01 16:00	2020-12-05 11:00	홈페이지	113493948	3,000	2020-11-09
취소	2022544325	더 뉴 카니발 9인승 (D)	2020-12-01 10:00	2020-12-14 16:00	직접	D00000387	3,000	2020-11-25
취소	2022544321	더 뉴 카니발 9인승 (D)	2020-12-01 10:00	2020-12-14 16:00	직접	D00000387	3,000	2020-11-25
취소	2022473214	LF 쏘나타 뉴라이즈 (G)	2020-12-01 14:00	2020-12-05 11:00	제휴사	110255299	3,000	2020-11-20
취소	2022553680	THE NEW K5 (L)	2020-12-01 14:00	2020-12-15 12:30	홈페이지	113525312	3,000	2020-11-27
취소	2022540644	쏘울 부스터 (G)	2020-12-01 14:00	2020-12-05 12:00	모바일	113416661	3,000	2020-11-27
취소	2022549722	올 뉴 아반떼 (G)	2020-12-01 11:50	2020-12-07 12:00	모바일	113520135	3,000	2020-11-23
취소	2022550434	스파크 (G)	2020-12-01 15:00	2020-12-05 12:00	홈페이지	113322096	3,000	2020-11-26
취소	2022532744	더 뉴 레이 (G)	2020-12-01 15:30	2020-12-15 15:00	제휴사	113507635	3,000	2020-11-29
취소	2022536688	스파크 (G)	2020-12-01 12:00	2020-12-17 12:00	제휴사	112602331	3,000	2020-11-17
취소	2022488413	카니발 KA4 9인승 (D)	2020-12-01 8:00	2020-12-30 18:00	직접	D00000387	3,000	2020-11-30
취소	2022545351	스파크 (G)	2020-12-01 19:00	2020-12-17 19:00	홈페이지	113518021	3,000	2020-11-28
취소	2022477352	BMW 430i Convertible	2020-12-01 8:00	2020-12-30 18:00	직접	D00000387	3,000	2020-12-01
취소	2022497613	그랜저 IG 3.0 (G)	2020-12-01 10:00	2020-12-07 10:00	모바일	110553542	3,000	2020-11-06
취소	2022479748	아반떼 AD (G) F/L	2020-12-01 14:30	2020-12-30 12:30	제휴사	113459557	3,000	2020-10-22
취소	2022469817	ALL NEW K3 (G)	2020-12-01 19:00	2020-12-07 8:00	제휴사	113450196	3,000	2020-10-18
취소	2022553549	스팅어 2.0 터보 (G)	2020-12-01 12:00	2020-12-05 14:00	홈페이지	110723022	3,000	2020-11-25
취소	2022553301	더 올 뉴 벨로스터 (G)	2020-12-01 10:00	2020-12-06 18:00	직접	D00000387	3,000	2020-11-29
취소	2022519282	스파크 (G)	2020-12-01 10:00	2020-12-06 18:00	제휴사	112149129	3,000	2020-11-30
취소	2022546196	INTERACTIVE K5 (G)	2020-12-01 12:30	2020-12-05 15:00	홈페이지	113518984	3,000	2020-11-21
취소	2022541911	제네시스 G80 3.3 (G)	2020-12-01 13:30	2020-12-06 13:30	직접	D00000387	3,000	2020-11-24
취소	2022558507	스파크 (G)	2020-12-01 15:00	2020-12-06 12:30	제휴사	112149129	3,000	2020-12-01
취소	2022525530	스팅어 2.0 터보 (G)	2020-12-01 14:00	2020-12-05 19:00	모바일	113500970	3,000	2020-11-17
취소	2022546269	ALL NEW K3 (G)	2020-12-01 13:00	2020-12-05 19:00	모바일	113519209	3,000	2020-11-29
취소	2022525610	스파크 (G)	2020-12-01 20:50	2020-12-06 7:30	홈페이지	100395816	3,000	2020-11-26
취소	2022523549	더 뉴 그랜드 스타렉스 9인승 (D)	2020-12-01 8:00	2020-12-04 14:00	직접	112105031	3,000	2020-11-30
취소	2022522833	더 뉴 그랜저 2.5 (G)	2020-12-01 11:00	2020-12-04 14:00	모바일	113498346	3,000	2020-11-10
취소	2022546195	코나 (G)	2020-12-01 14:00	2020-12-04 14:00	홈페이지	112733824	3,000	2020-11-21
취소	2022507185	K7 PREMIER (G) 2.5	2020-12-01 12:50	2020-12-10 10:00	모바일	111172972	3,000	2020-11-04
취소	2022527611	카니발 KA4 9인승 (D)	2020-12-01 11:00	2020-12-04 15:00	직접	112872170	3,000	2020-11-27
취소	2022546346	코나 (EV)	2020-12-01 15:00	2020-12-04 15:00	모바일	112254262	3,000	2020-11-21
취소	2022513762	GV80 4WD 7인승 (D)	2020-12-01 10:00	2020-12-04 15:00	제휴사	113489943	3,000	2020-11-06
취소	2022551868	스파크 (G)	2020-12-01 12:00	2020-12-04 15:00	제휴사	113524098	3,000	2020-11-25
취소	2022485517	THE NEW K5 (L)	2020-12-01 12:20	2020-12-04 15:00	제휴사	111473612	3,000	2020-10-26
취소	2022486598	쏠라티 (D) 2.5 15인승	2020-12-01 11:00	2020-12-04 15:00	홈페이지	113464359	3,000	2020-11-27
취소	2022538528	ALL NEW K3 (G)	2020-12-01 13:00	2020-12-04 15:00	홈페이지	113512572	3,000	2020-11-24
취소	2022536607	스파크 (G)	2020-12-01 12:00	2020-12-10 12:00	제휴사	112602331	3,000	2020-11-17
취소	2022534591	아반떼 AD (G) F/L	2020-12-01 21:00	2020-12-04 15:30	직접	113498021	3,000	2020-11-23
취소	2022554658	스파크 (G)	2020-12-01 13:00	2020-12-04 16:00	직접	113519776	3,000	2020-11-28
취소	2022528597	올 뉴 아반떼 (G)	2020-12-01 12:30	2020-12-04 16:00	카드사	111500152	3,000	2020-11-26
취소	2022548715	쏘나타 DN8 (G)	2020-12-01 9:00	2020-12-04 16:00	직접	113521543	3,000	2020-11-26
취소	2022516941	더 뉴 레이 (G)	2020-12-01 15:30	2020-12-04 16:00	제휴사	113493618	3,000	2020-11-09
취소	2022534991	모닝 어반 (G)	2020-12-01 16:00	2020-12-04 16:00	모바일	111662810	3,000	2020-11-17
취소	2022544770	올 뉴 모닝 (G)	2020-12-01 13:00	2020-12-10 13:00	모바일	113515968	3,000	2020-11-20
취소	2022498448	ALL NEW K3 (G)	2020-12-01 13:00	2020-12-08 13:00	제휴사	113476421	3,000	2020-10-31
취소	2022551914	스파크 (G)	2020-12-01 10:30	2020-12-04 17:00	모바일	113057661	3,000	2020-11-25
취소	2022546761	스파크 (G)	2020-12-01 8:00	2020-12-04 17:00	모바일	112074200	3,000	2020-11-22
취소	2022540465	아반떼 AD (G) F/L	2020-12-01 11:00	2020-12-04 17:00	직접	113497490	3,000	2020-11-30
취소	2022525303	올 뉴 아반떼 (G)	2020-12-01 12:00	2020-12-04 17:30	모바일	113499549	3,000	2020-11-22
취소	2022539386	코나 (G)	2020-12-01 17:30	2020-12-04 17:30	직접	109048802	3,000	2020-11-27
취소	2022540753	올 뉴 아반떼 (G)	2020-12-01 21:00	2020-12-04 17:30	모바일	110217906	3,000	2020-11-25
취소	2022553518	스파크 (G)	2020-12-01 20:00	2020-12-04 18:00	모바일	113514723	3,000	2020-11-26
취소	2022455661	셀토스 4WD (D)	2020-12-01 14:00	2020-12-04 18:00	모바일	113043401	3,000	2020-11-07
취소	2022546995	스파크 (G)	2020-12-01 16:30	2020-12-10 14:30	홈페이지	113519428	3,000	2020-11-22
취소	2022481716	스파크 (G)	2020-12-01 10:00	2020-12-04 18:00	모바일	113461423	3,000	2020-10-23
취소	2022542883	올 뉴 모닝 (G)	2020-12-01 9:30	2020-12-04 18:00	모바일	110127008	3,000	2020-11-27
취소	2022546912	쏠라티 (D) 2.5 15인승	2020-12-01 8:00	2020-12-04 18:00	직접	D00000387	3,000	2020-12-01
취소	2022513924	티볼리 (G)	2020-12-01 21:50	2020-12-04 18:20	모바일	111809545	3,000	2020-11-24
취소	2022542436	스파크 (G)	2020-12-01 13:20	2020-12-08 12:30	여행사	D00000387	3,000	2020-11-24
취소	2022549733	올 뉴 아반떼 (G)	2020-12-01 11:50	2020-12-08 12:00	모바일	113520135	3,000	2020-11-27
취소	2022549636	올 뉴 아반떼 (G)	2020-12-01 11:50	2020-12-08 12:00	모바일	113520135	3,000	2020-11-23
취소	2022556912	더 뉴 그랜저 2.5 (G)	2020-12-01 16:00	2020-12-04 19:00	홈페이지	111712336	3,000	2020-11-28
취소	2022554195	팰리세이드 4WD 8인승 (D)	2020-12-01 12:30	2020-12-04 19:00	직접	D00000387	3,000	2020-11-26
취소	2022553851	INTERACTIVE K5 (G)	2020-12-01 11:40	2020-12-02 14:00	홈페이지	112475716	3,000	2020-11-28
취소	2022402181	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022549478	스파크 (G)	2020-12-01 12:00	2020-12-03 12:00	모바일	113522067	3,000	2020-11-26
취소	2022524988	더 뉴 카니발 9인승 (D)	2020-12-01 10:30	2020-12-02 14:00	제휴사	110166998	3,000	2020-11-23
취소	2022402184	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402186	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022543642	ALL NEW K3 (G)	2020-12-01 12:00	2020-12-02 13:00	해외제휴사	D00000387	3,000	2020-12-01
취소	2022402188	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402190	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022402194	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022546084	스파크 (G)	2020-12-01 11:00	2020-12-02 12:00	모바일	110607865	3,000	2020-11-26
취소	2022540355	티볼리 (G)	2020-12-01 7:30	2020-12-02 11:30	홈페이지	111168271	3,000	2020-11-26
취소	2022506325	INTERACTIVE K5 (G)	2020-12-01 13:50	2020-12-03 12:00	모바일	112885457	3,000	2020-11-28
취소	2022402195	INTERACTIVE K5 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-10-29
취소	2022549769	아반떼 AD (G) F/L	2020-12-01 16:00	2020-12-03 12:00	홈페이지	110494636	3,000	2020-11-28
취소	2022402121	쏘나타 DN8 (G)	2020-12-01 11:10	2020-12-03 12:00	직접	D00000387		2020-11-02
취소	2022443279	티볼리 (G)	2020-12-01 12:00	2020-12-03 12:30	모바일	113425421		2020-10-20
취소	2022532050	더 뉴 카니발 9인승 (D)	2020-12-01 16:00	2020-12-03 12:40	모바일	10739307	3,000	2020-11-24
취소	2022540881	올 뉴 아반떼 (G)	2020-12-01 15:00	2020-12-03 13:00	제휴사	109303420	3,000	2020-11-18
취소	2022556000	올 뉴 아반떼 (G)	2020-12-01 8:00	2020-12-03 13:00	제휴사	112633822	3,000	2020-11-27
취소	2022556004	올 뉴 아반떼 (G)	2020-12-01 8:00	2020-12-03 13:00	제휴사	D00000387	3,000	2020-11-27
취소	2022556462	코나 (G)	2020-12-01 8:00	2020-12-03 13:00	제휴사	D00000387	3,000	2020-11-27
취소	2022543265	더 뉴 그랜저 2.5 (G)	2020-12-01 8:10	2020-12-03 13:00	모바일	112296690	3,000	2020-11-20
취소	2022536605	ALL NEW K3 (G)	2020-12-01 14:00	2020-12-03 13:00	모바일	111642042	3,000	2020-11-20
취소	2022476183	쏘나타 DN8 (G)	2020-12-01 13:00	2020-12-03 13:00	직접	113455539	3,000	2020-11-27
취소	2022515864	LF 쏘나타 뉴라이즈 (L)	2020-12-01 12:00	2020-12-03 13:00	제휴사	113492491	3,000	2020-11-24
취소	2022508323	올 뉴 아반떼 (G)	2020-12-01 9:00	2020-12-03 13:00	제휴사	112035059	3,000	2020-11-04
취소	2022495780	더 뉴 쏘렌토 7인승 (D)	2020-12-01 11:30	2020-12-03 13:30	직접	D00000387	3,000	2020-10-30
취소	2022546103	스파크 (G)	2020-12-01 10:00	2020-12-03 13:30	모바일	113493027	3,000	2020-11-21
취소	2022549868	ALL NEW K3 (G)	2020-12-01 13:30	2020-12-03 13:30	모바일	111642042	3,000	2020-11-25
취소	2022538399	모닝 어반 (G)	2020-12-01 12:30	2020-12-03 13:50	제휴사	113512395	3,000	2020-11-25
취소	2022546969	더 뉴 레이 (G)	2020-12-01 15:00	2020-12-03 14:00	제휴사	113520001	3,000	2020-11-22
취소	2022546963	더 뉴 레이 (G)	2020-12-01 15:00	2020-12-03 14:00	제휴사	113520001	3,000	2020-11-22
취소	2022555986	팰리세이드 4WD 8인승 (D)	2020-12-01 11:00	2020-12-02 11:00	카드사	100488411	3,000	2020-11-30
취소	2022546946	더 뉴 레이 (G)	2020-12-01 15:00	2020-12-03 14:00	제휴사	113520027	3,000	2020-11-22
취소	2022522484	더 뉴 카니발 11인승 (D)	2020-12-01 8:00	2020-12-03 14:00	여행사	D00000387	3,000	2020-11-24
취소	2022484245	코나 (EV)	2020-12-01 10:00	2020-12-03 14:30	모바일	111122464	3,000	2020-10-25
취소	2022511714	아반떼 AD (G) F/L	2020-12-01 14:30	2020-12-03 14:30	모바일	113328814	3,000	2020-11-28
취소	2022446583	티볼리 (G)	2020-12-01 8:00	2020-12-03 14:30	모바일	110701731		2020-10-12
취소	2022485938	코나 (EV)	2020-12-01 10:00	2020-12-03 14:30	모바일	113465346	3,000	2020-11-24
취소	2022551889	LF 쏘나타 뉴라이즈 (L)	2020-12-01 8:30	2020-12-03 8:30	모바일	110873131	3,000	2020-11-27
취소	2022553512	코나 (EV)	2020-12-01 23:00	2020-12-02 23:00	모바일	113525541	3,000	2020-11-27
취소	2022550328	스파크 (G)	2020-12-01 9:00	2020-12-03 9:00	모바일	113043695	3,000	2020-11-26
취소	2022544932	더 뉴 그랜저 2.5 (G)	2020-12-01 9:00	2020-12-03 9:00	직접	D00000387	3,000	2020-11-27
취소	2022546567	스파크 (G)	2020-12-01 9:40	2020-12-03 9:40	모바일	113465860	3,000	2020-11-25
취소	2022557535	카니발 KA4 9인승 (D)	2020-12-01 9:00	2020-12-02 20:00	직접	109767520	3,000	2020-11-30
취소	2022551834	올 뉴 아반떼 (G)	2020-12-01 8:00	2020-12-02 20:00	모바일	113524157	3,000	2020-11-26
취소	2022541017	모닝 어반 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	113514822	3,000	2020-11-24
취소	2022525073	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	111559562	3,000	2020-11-11
취소	2022525086	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	111559562	3,000	2020-11-11
취소	2022545610	더 뉴 그랜저 2.5 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	112889070	3,000	2020-11-22
취소	2022549007	그랜저 IG 3.0 (G)	2020-12-01 10:00	2020-12-03 10:00	제휴사	D00000387	3,000	2020-11-23
취소	2022557534	카니발 KA4 9인승 (D)	2020-12-01 9:00	2020-12-02 20:00	직접	109767520	3,000	2020-11-30
취소	2022558501	스파크 (G)	2020-12-01 10:00	2020-12-03 10:00	홈페이지	112528861	3,000	2020-11-30
취소	2022552540	더 뉴 카니발 9인승 (D)	2020-12-01 10:00	2020-12-02 19:30	홈페이지	111520426	3,000	2020-11-27
취소	2022537572	셀토스 4WD (D)	2020-12-01 13:00	2020-12-02 19:30	직접	112786004	3,000	2020-11-29
취소	2022558499	더 뉴 그랜저 2.5 (G)	2020-12-01 10:00	2020-12-03 10:00	홈페이지	112528861	3,000	2020-11-30
취소	2022558456	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-03 10:00	모바일	113529875	3,000	2020-11-30
취소	2022522958	코나 (G)	2020-12-01 8:40	2020-12-02 19:00	모바일	113498518	3,000	2020-11-24
취소	2022539266	All New G80 2.5 (G)	2020-12-01 10:30	2020-12-02 19:00	직접	D00000387	3,000	2020-11-24
취소	2022555722	ALL NEW K3 (G)	2020-12-01 10:00	2020-12-02 19:00	홈페이지	110573590	3,000	2020-11-30
취소	2022554284	올 뉴 모닝 (G)	2020-12-01 12:00	2020-12-03 11:00	제휴사	113526257	3,000	2020-11-30
취소	2022540727	G70 2.0 터보 (G)	2020-12-01 18:30	2020-12-02 18:30	모바일	111767888	3,000	2020-11-21
취소	2022551825	LF 쏘나타 뉴라이즈 (G)	2020-12-01 16:30	2020-12-03 11:00	모바일	112301269	3,000	2020-11-26
취소	2022496457	모닝 어반 (G)	2020-12-01 9:00	2020-12-03 11:00	모바일	112208536	3,000	2020-10-30
취소	2022540675	G70 2.0 터보 (G)	2020-12-01 18:30	2020-12-02 18:30	홈페이지	111767888	3,000	2020-11-18
취소	2022526844	더 뉴 그랜드 스타렉스 12인승 (D)	2020-12-01 11:00	2020-12-02 18:00	직접	113425947	3,000	2020-11-25
